features,labels
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01324493 0.         0.14516648
 0.12168727 0.         0.         0.         0.         0.01655616
 0.13043781 0.00740414 0.11004556 0.01047104 0.01986739 0.00523552
 0.01170697 0.         0.09132756 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.01324493 0.         0.18262879 0.08593691 0.01324493 0.
 0.         0.         0.01324493 0.16538721 0.01480828 0.28330877
 0.00523552 0.02648986 0.01787518 0.00936558 0.         0.02648986
 0.0512805  0.00740414 0.05853487 0.0575907  0.28476598 0.04711966
 0.02341395 0.00740414 0.0099337  0.05682829 0.00740414 0.04214511
 0.01787518 0.01986739 0.06499483 0.07258324 0.         0.06676199
 0.26427405 0.01480828 0.10067998 0.07546587 0.06953588 0.01787518
 0.07492463 0.02961656 0.26150016 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.04027213 0.00740414 0.05385208 0.07239898 0.14569422 0.01570655
 0.03043813 0.00740414 0.01655616 0.15061747 0.01480828 0.04214511
 0.02311069 0.00662246 0.         0.02341395 0.00740414 0.15339136
 0.15800235 0.01480828 0.43081663 0.14173106 0.03311232 0.05669243
 0.11472834 0.01480828 0.12905087 0.00331123 0.         0.04214511
 0.07546587 0.2251638  0.01570655 0.00936558 0.         0.00331123
 0.05960218 0.00740414 0.00936558 0.00740414 0.07946957 0.22893831
 0.1358009  0.00740414 0.09378918 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.13094118 0.         0.0572645
 0.03701481 0.18340546 0.12675498 0.12631874 0.02130426 0.10158545
 0.05317462 0.01065213 0.04210625 0.02948262 0.13814958 0.1910463
 0.12968725 0.00532607 0.07322741 0.00476378 0.         0.07579125
 0.11389672 0.10003934 0.         0.00168425 0.         0.00476378
 0.00852988 0.         0.00168425 0.         0.         0.
 0.         0.         0.         0.12878391 0.00532607 0.07915975
 0.12519502 0.31679125 0.18636638 0.13305574 0.01065213 0.12102709
 0.03373298 0.0159782  0.0437905  0.04831311 0.1310039  0.08376795
 0.04210625 0.         0.04902199 0.         0.         0.00168425
 0.0037661  0.01429133 0.         0.         0.         0.
 0.04564242 0.         0.0033685  0.         0.         0.
 0.         0.         0.         0.07361394 0.         0.1178975
 0.13584715 0.21198813 0.08909402 0.08421249 0.01065213 0.13332307
 0.16943793 0.0159782  0.23411074 0.20234458 0.13814957 0.02636268
 0.04547475 0.00532607 0.14783903 0.11603869 0.0159782  0.26611149
 0.1675359  0.09289367 0.04142707 0.05558025 0.         0.08729412
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.1186452  0.00532607 0.11284474
 0.12078277 0.06669289 0.02948262 0.026948   0.01065213 0.08552338
 0.07715541 0.01065213 0.17853049 0.14025941 0.10003934 0.01883049
 0.03200075 0.00532607 0.06885016 0.01567554 0.         0.00842125
 0.0037661  0.01190945 0.         0.         0.         0.01567554]",4
"[0.         0.         0.04890725 0.1112553  0.33594572 0.05333974
 0.03493375 0.         0.         0.00494038 0.         0.0139735
 0.01562285 0.20749589 0.23947367 0.12226812 0.         0.00494038
 0.         0.         0.00349337 0.         0.05434416 0.07353841
 0.13624162 0.         0.02343427 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.21484141 0.01104702 0.05240062 0.01562285 0.05434416 0.20041657
 0.22706937 0.03314107 0.20082199 0.         0.         0.
 0.         0.         0.         0.00698675 0.         0.04526512
 0.01482113 0.         0.00698675 0.         0.0444634  0.1737467
 0.22008263 0.         0.05881863 0.25389853 0.         0.05938737
 0.02343427 0.03952303 0.02343427 0.03493375 0.         0.17371495
 0.14567611 0.03314107 0.1537085  0.10801971 0.41499177 0.08782103
 0.1257615  0.03314107 0.18106047 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00988076 0.         0.03144037 0.01562285 0.0691653  0.06572699
 0.09082775 0.         0.04112645 0.03331503 0.02209404 0.10130787
 0.09563246 0.1383306  0.04686854 0.027947   0.         0.01976151
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",3
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.28723681 0.00651699 0.38331891
 0.03225747 0.01457244 0.00460821 0.01236513 0.00651699 0.24698368
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00582898 0.         0.21020715 0.1051982  0.09326362 0.
 0.         0.         0.00582898 0.07936224 0.00651699 0.07212991
 0.04147389 0.07286221 0.01843284 0.03297367 0.         0.057069
 0.05584823 0.00651699 0.13189468 0.15970607 0.35556756 0.13666503
 0.05358222 0.00651699 0.0225681  0.         0.         0.
 0.         0.00291449 0.         0.0226694  0.         0.0534067
 0.         0.         0.03091281 0.0525991  0.18069827 0.03686568
 0.01854769 0.         0.         0.02792412 0.         0.00824342
 0.00460821 0.05246079 0.02764926 0.06594734 0.00651699 0.01165795
 0.09298877 0.00651699 0.05564307 0.05720731 0.39928489 0.07373137
 0.05358222 0.00651699 0.08499312 0.03958207 0.00651699 0.01236513
 0.         0.         0.         0.00206085 0.         0.05584823
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01457244 0.         0.00412171
 0.         0.02623039 0.1512803  0.19784203 0.         0.02839707
 0.05001926 0.         0.01030427 0.         0.02331591 0.1117152
 0.3029456  0.         0.0985429  0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.01852435 0.         0.16993811 0.01407382 0.05340639 0.09318728
 0.02832302 0.         0.00445053 0.06333219 0.         0.12273307
 0.01407382 0.05785693 0.07328389 0.04720503 0.         0.
 0.0904551  0.         0.02832302 0.02111073 0.01780213 0.02402551
 0.02202901 0.01990339 0.07265297 0.         0.         0.05035203
 0.10555365 0.51626181 0.11138322 0.07867505 0.         0.
 0.03259817 0.         0.22343713 0.03106243 0.08010959 0.
 0.         0.         0.00445053 0.01407382 0.         0.02202901
 0.03809934 0.11571385 0.04513625 0.03147002 0.         0.
 0.11342999 0.00995169 0.04405803 0.10022419 0.03560426 0.02402551
 0.04405803 0.01990339 0.08600457 0.03115373 0.00995169 0.1573501
 0.35234561 0.37384476 0.         0.01888201 0.         0.05154224
 0.02225266 0.         0.03776402 0.07740601 0.05785693 0.02814764
 0.12273307 0.00995169 0.08486264 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.02225266 0.         0.         0.         0.         0.16355638
 0.13217408 0.         0.01780213 0.08859095 0.00995169 0.11329207
 0.0873577  0.26703197 0.10143152 0.11014507 0.         0.07006659]",2
"[0.         0.         0.053061   0.         0.         0.
 0.         0.         0.         0.00441409 0.         0.11860695
 0.07268387 0.30898655 0.01395859 0.00936371 0.         0.00441409
 0.         0.         0.00624247 0.01395859 0.35312749 0.05583436
 0.02496988 0.         0.         0.00441409 0.         0.
 0.         0.01765637 0.06570457 0.053061   0.00987021 0.02791718
 0.04742245 0.         0.47754904 0.18315513 0.03089865 0.
 0.         0.         0.02648456 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.21843951 0.         0.04681853 0.04885506 0.12359462 0.01395859
 0.03121236 0.01974043 0.20006683 0.08458409 0.00987021 0.053061
 0.0238288  0.05296913 0.         0.00936371 0.         0.10224046
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.01248494
 0.02791718 0.02648456 0.         0.         0.         0.
 0.28525099 0.03948085 0.21224401 0.06570457 0.01324228 0.
 0.00936371 0.         0.15449327 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00882819 0.         0.13733437 0.29651731 0.12359462 0.
 0.00624247 0.         0.00882819 0.         0.         0.04681853
 0.10468942 0.22953287 0.01395859 0.00624247 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",1
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.08389363 0.0164863  0.07298798
 0.02881059 0.08355953 0.02103887 0.06603674 0.         0.06081024
 0.01720343 0.         0.03475618 0.03819188 0.00491527 0.01165758
 0.01216466 0.00549543 0.00634349 0.01371639 0.         0.01216466
 0.00388586 0.00983053 0.00777172 0.00868905 0.         0.03480568
 0.13338038 0.03846804 0.11295759 0.         0.0073729  0.
 0.00521343 0.         0.0147458  0.21534464 0.00549543 0.06777455
 0.01554344 0.03932213 0.00938129 0.02954275 0.00549543 0.10544646
 0.33490631 0.02747717 0.46747062 0.12395695 0.12533929 0.03430602
 0.09210388 0.01099087 0.32371226 0.01863166 0.         0.00173781
 0.         0.         0.         0.01042685 0.         0.05875143
 0.01268699 0.         0.11643321 0.08415549 0.0147458  0.
 0.         0.         0.0073729  0.03623391 0.         0.01042685
 0.00388586 0.         0.         0.00173781 0.         0.00388586
 0.17562369 0.04396348 0.32844591 0.17219682 0.06635609 0.01165758
 0.07820141 0.01099087 0.14128155 0.         0.         0.
 0.         0.         0.         0.         0.         0.00491527
 0.02148811 0.         0.19637241 0.17447311 0.0073729  0.
 0.         0.         0.01228817 0.00245763 0.         0.02432933
 0.04663031 0.15728852 0.02331515 0.01216466 0.         0.
 0.0147458  0.         0.01216466 0.         0.06635609 0.19939785
 0.14076254 0.01099087 0.04194681 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",3
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00817142 0.         0.12133935
 0.20718141 0.098057   0.         0.00288903 0.         0.00817142
 0.08778893 0.01827184 0.03466839 0.02205607 0.06537133 0.00646007
 0.02022322 0.         0.08475155 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00408571 0.         0.1271174  0.28737813 0.098057   0.
 0.00288903 0.         0.00817142 0.         0.         0.01155613
 0.02584029 0.0490285  0.         0.         0.         0.
 0.08475155 0.00913592 0.08089289 0.06727657 0.44125649 0.09690108
 0.05778064 0.         0.03268567 0.10280573 0.01827184 0.01155613
 0.         0.02451425 0.04789635 0.07511484 0.00913592 0.14670019
 0.01634283 0.         0.25423482 0.12541722 0.02451425 0.00646007
 0.00577806 0.         0.01634283 0.00408571 0.         0.0086671
 0.         0.05719992 0.27289051 0.13289547 0.         0.00408571
 0.04731715 0.         0.01155613 0.00646007 0.29008529 0.10336115
 0.23112256 0.00913592 0.06090032 0.14670019 0.02740776 0.05778064
 0.02851614 0.02451425 0.         0.03177935 0.01827184 0.14841154
 0.01225712 0.         0.17045289 0.06727657 0.00817142 0.
 0.         0.         0.01225712 0.00408571 0.         0.
 0.         0.         0.04143628 0.00288903 0.         0.00408571
 0.098057   0.00913592 0.02600129 0.00913592 0.02451425 0.22923748
 0.18200902 0.00913592 0.12969434 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.10673309 0.01034605 0.03271709
 0.02194729 0.03701516 0.01463153 0.00981513 0.         0.04626895
 0.0046269  0.         0.00327171 0.         0.2868675  0.14934555
 0.06543418 0.         0.0046269  0.         0.         0.
 0.         0.04626895 0.05121034 0.02290196 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.31181814 0.0206921  0.1504986
 0.11882732 0.0925379  0.00731576 0.02944538 0.         0.2698616
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01388069 0.         0.02617367
 0.02497758 0.12029928 0.1627219  0.1504986  0.         0.01388069
 0.13643249 0.01034605 0.0752493  0.02926305 0.24059854 0.22678867
 0.17340057 0.0206921  0.11717406 0.18657749 0.         0.01635854
 0.         0.02776137 0.02194729 0.01308684 0.         0.15731443
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.19776931 0.         0.01963025
 0.00731576 0.02776137 0.         0.01963025 0.         0.17194596
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.0046269  0.         0.00327171
 0.         0.1850758  0.22250319 0.09815126 0.         0.0046269
 0.00925379 0.         0.0752493  0.11151156 0.10641859 0.2053613
 0.13086836 0.         0.02388532 0.06584187 0.         0.19630253
 0.08350369 0.19895649 0.05852611 0.02944538 0.         0.0046269 ]",1
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.07750609 0.         0.05545885
 0.         0.01470575 0.         0.         0.         0.
 0.26762716 0.02192203 0.16291036 0.02325183 0.06372491 0.19564586
 0.16984271 0.         0.01960766 0.01470575 0.         0.09012063
 0.11492935 0.13725364 0.17372381 0.08665445 0.         0.01470575
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.42700398 0.01096102 0.0935868
 0.         0.00490192 0.         0.00346618 0.         0.2234349
 0.09962926 0.         0.0623912  0.05746468 0.05882299 0.00775061
 0.04852649 0.01096102 0.10737987 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05882299 0.         0.00693236
 0.         0.00980383 0.02646224 0.18370742 0.03288305 0.18853012
 0.08823448 0.         0.06585738 0.07296589 0.31372261 0.0761763
 0.12824858 0.02192203 0.14739067 0.04206402 0.         0.33968542
 0.31511539 0.08823448 0.00775061 0.02426324 0.         0.04206402
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00346618 0.00775061 0.05882299 0.00775061
 0.00346618 0.         0.         0.00980383 0.         0.01386471
 0.         0.         0.         0.01386471 0.         0.00980383]",0
