features,labels
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.03542978
 0.05281559 0.17815207 0.0176052  0.01180992 0.         0.
 0.         0.         0.00787328 0.0176052  0.38970765 0.06161819
 0.02755649 0.         0.         0.00556725 0.         0.05117635
 0.06526435 0.02226901 0.         0.00393664 0.         0.00556725
 0.12428643 0.         0.07479619 0.0176052  0.         0.
 0.         0.         0.07794153 0.32508593 0.03734626 0.10235269
 0.04765915 0.15588306 0.         0.01574657 0.         0.23382459
 0.         0.         0.         0.         0.03340351 0.0264078
 0.01180992 0.         0.         0.00556725 0.         0.06298627
 0.13568513 0.17815208 0.10047475 0.05904962 0.         0.00556725
 0.03897077 0.         0.         0.         0.00556725 0.0088026
 0.02755649 0.         0.06537856 0.15768995 0.         0.09054276
 0.0176052  0.2560936  0.23100344 0.22045193 0.         0.20636675
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00556725 0.         0.17321224
 0.20094949 0.12247955 0.         0.         0.         0.0111345
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.15588307 0.04401299 0.01968321 0.         0.
 0.0111345  0.         0.07085955 0.1041209  0.18928657 0.20459564
 0.1417191  0.         0.0111345  0.0111345  0.         0.10235269
 0.12688253 0.01113451 0.         0.00393664 0.         0.01670176]",4
"[0.         0.         0.11764894 0.26359035 0.12016386 0.
 0.00326803 0.         0.         0.02310843 0.         0.07189658
 0.1771538  0.12016386 0.1448968  0.07189658 0.         0.02310843
 0.00462169 0.         0.00326803 0.         0.18486748 0.24594842
 0.11764894 0.         0.         0.         0.         0.
 0.         0.01848675 0.02192259 0.00980408 0.         0.
 0.         0.         0.00326803 0.00730753 0.04621687 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.21946928 0.02066881 0.02287618
 0.         0.00924337 0.1771538  0.23856591 0.         0.25719277
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.34219726 0.02066881 0.19608156
 0.03653764 0.05546024 0.         0.00653605 0.         0.19679669
 0.00924337 0.         0.00653605 0.         0.16638073 0.26359035
 0.1503292  0.         0.00924337 0.         0.         0.06536052
 0.14615057 0.25881447 0.01461506 0.00653605 0.         0.
 0.         0.         0.10130881 0.20033015 0.2125976  0.
 0.00326803 0.         0.         0.00730753 0.         0.01960816
 0.01461506 0.01848675 0.         0.00326803 0.         0.00924337]",4
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.02265156 0.05065042 0.18305223 0.
 0.         0.         0.         0.         0.         0.00970781
 0.01447155 0.06406828 0.0289431  0.02265156 0.         0.02362416
 0.         0.         0.00970781 0.01447155 0.39356229 0.04341465
 0.01294375 0.         0.         0.         0.         0.03883124
 0.08682929 0.32949401 0.01023293 0.02265156 0.         0.
 0.0556583  0.         0.11002185 0.16642281 0.34779923 0.104298
 0.05824686 0.         0.02288153 0.09226875 0.02046586 0.04853905
 0.08558783 0.10067873 0.08682929 0.0970781  0.         0.12504552
 0.00915261 0.         0.01617968 0.0289431  0.25627312 0.14771264
 0.05824686 0.         0.00457631 0.00457631 0.         0.00323594
 0.         0.18305223 0.192883   0.22327964 0.         0.00457631
 0.26029733 0.02046586 0.11972966 0.07835206 0.26542575 0.01447155
 0.02265156 0.         0.15367756 0.08385877 0.         0.02265156
 0.         0.18305223 0.01447155 0.00970781 0.         0.06406828
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",2
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.07164852 0.         0.14776193 0.12480608 0.41307415 0.04928588
 0.05841751 0.         0.05628081 0.07447268 0.01086661 0.17525252
 0.17277362 0.29158178 0.08320405 0.06185383 0.         0.06678883
 0.1509809  0.01086661 0.14088928 0.05378698 0.04859696 0.08770515
 0.13058031 0.01086661 0.13436628 0.26511977 0.03259983 0.12714398
 0.10943837 0.31588024 0.03391817 0.07559913 0.01086661 0.14940366
 0.05378698 0.02173322 0.0996534  0.02305156 0.04373726 0.00768385
 0.02405427 0.         0.06114051 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.080121   0.         0.13401663 0.17541031 0.30130115 0.08320405
 0.0721628  0.         0.03887757 0.         0.         0.07903545
 0.05246864 0.32073993 0.01536771 0.00687265 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",1
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.01940324
 0.06454873 0.2195226  0.01239627 0.00831567 0.         0.00619814
 0.01631632 0.         0.05820972 0.07588157 0.21168249 0.07074686
 0.04157837 0.         0.02023637 0.02579837 0.         0.04989404
 0.12289931 0.32536383 0.03718882 0.04989404 0.         0.01176014
 0.0718331  0.00876549 0.04712215 0.07437764 0.11368134 0.03355804
 0.09147241 0.00876549 0.06235105 0.08687715 0.00876549 0.06652539
 0.09190863 0.29400346 0.17142098 0.16631347 0.00876549 0.12306015
 0.         0.         0.00277189 0.         0.00784009 0.00619814
 0.01108756 0.         0.01239627 0.1403823  0.         0.0942443
 0.04595431 0.05488065 0.01239627 0.02494702 0.00876549 0.04375664
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.31159206 0.00876549 0.02494702
 0.         0.01568018 0.         0.09147241 0.02629647 0.41987462
 0.03136037 0.00876549 0.05820972 0.0273599  0.00784009 0.01239627
 0.05543782 0.00876549 0.06399301 0.00784009 0.         0.29104856
 0.13529559 0.12544148 0.         0.00277189 0.         0.00784009
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.03136037 0.00876549 0.02494702 0.00876549 0.01239627
 0.         0.         0.02771891 0.06198137 0.28224332 0.02479255
 0.01108756 0.         0.         0.         0.         0.
 0.01496363 0.         0.         0.         0.         0.        ]",1
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.02780808 0.04435903 0.06882148 0.01715495
 0.01564204 0.         0.         0.         0.         0.
 0.         0.         0.00777259 0.02954608 0.         0.
 0.0386959  0.         0.02780808 0.00777259 0.09340059 0.03819619
 0.04171212 0.00549605 0.02046101 0.20663152 0.         0.04518813
 0.03658643 0.09831641 0.06995335 0.06778219 0.00549605 0.13638165
 0.08190876 0.01099211 0.1025423  0.09971016 0.13026924 0.1472887
 0.12166035 0.00549605 0.17467868 0.01474746 0.         0.03997411
 0.05374138 0.06390566 0.06379051 0.09037626 0.         0.01474746
 0.09008022 0.         0.03302209 0.01165889 0.00737373 0.03430989
 0.06604419 0.00549605 0.10173912 0.03092331 0.00549605 0.02780808
 0.03270013 0.06390566 0.04047273 0.06778219 0.01099211 0.04892641
 0.01165889 0.         0.07994823 0.02492754 0.0712794  0.0265373
 0.04171212 0.         0.01126003 0.         0.         0.001738
 0.0038863  0.01474746 0.         0.         0.         0.
 0.0608171  0.         0.01216603 0.0038863  0.00983164 0.01326865
 0.02085606 0.         0.03726752 0.32009427 0.02198422 0.1407784
 0.10037694 0.17696953 0.13535362 0.17206249 0.00549605 0.34769719
 0.34152007 0.00549605 0.17727651 0.09810041 0.20646445 0.02331778
 0.09037626 0.01099211 0.30059805 0.08476554 0.00549605 0.09559027
 0.16055735 0.09831641 0.02492754 0.05735416 0.00549605 0.09848348]",2
"[0.13284791 0.02141459 0.27426149 0.09712661 0.01915379 0.
 0.07787671 0.02141459 0.15756721 0.22538255 0.         0.09819238
 0.04542721 0.20590327 0.10913291 0.10496427 0.0107073  0.22538255
 0.         0.         0.         0.         0.27772999 0.09842562
 0.04401727 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.04788448 0.0227136
 0.01015783 0.         0.         0.24654203 0.02141459 0.04063133
 0.         0.06703827 0.13941772 0.13882371 0.02141459 0.27883254
 0.         0.         0.01354378 0.0409921  0.04788448 0.03028481
 0.08803455 0.         0.         0.07816929 0.         0.02031566
 0.0075712  0.0095769  0.         0.00338594 0.         0.03830759
 0.05344999 0.         0.04740322 0.0485633  0.21069172 0.16970252
 0.08803454 0.02141459 0.0342962  0.16591547 0.0107073  0.07110483
 0.0485633  0.17717258 0.03028481 0.12866588 0.0107073  0.18707496
 0.0095769  0.         0.         0.         0.13407655 0.12741141
 0.16591126 0.         0.0095769  0.07014651 0.02141459 0.07787671
 0.0668418  0.30167223 0.0151424  0.01015783 0.         0.01915379
 0.         0.         0.         0.         0.06703827 0.04542721
 0.02031566 0.         0.         0.         0.0107073  0.03385944
 0.03655699 0.03830759 0.0075712  0.00677189 0.         0.0095769 ]",3
"[0.02532009 0.         0.17904005 0.29682489 0.09284032 0.
 0.002984   0.         0.02532009 0.         0.         0.02984001
 0.06672429 0.23632081 0.08006914 0.03580801 0.         0.
 0.         0.         0.         0.         0.33760116 0.06672429
 0.02984001 0.         0.         0.09911478 0.02830872 0.03580801
 0.         0.0590802  0.07616053 0.09250403 0.         0.08930512
 0.08537194 0.02830872 0.16710404 0.21675573 0.14770051 0.
 0.01492    0.         0.02532009 0.24710213 0.01887248 0.15815204
 0.23124539 0.18146063 0.02668972 0.06564802 0.00943624 0.20461514
 0.17045706 0.02830872 0.12831204 0.04279838 0.18146063 0.13115896
 0.17008805 0.01887248 0.1518094  0.14376734 0.         0.05072801
 0.01334486 0.10128035 0.07892434 0.13428004 0.02830872 0.19685993
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.18243229 0.01887248 0.12234404
 0.01610867 0.02110007 0.02945353 0.03879201 0.00943624 0.11462521
 0.01511246 0.00943624 0.002984   0.         0.00844003 0.00667243
 0.011936   0.         0.03199252 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01933247 0.         0.02088801
 0.00667243 0.04220015 0.01610867 0.02088801 0.         0.02355249
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",1
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.31064389 0.01523226 0.06021079
 0.01077083 0.0374664  0.01077083 0.04816863 0.00761613 0.25821638
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00879145 0.         0.00722529
 0.01615625 0.0374664  0.00538542 0.         0.         0.00879145
 0.16791156 0.00761613 0.11078786 0.         0.00681207 0.
 0.         0.         0.07493281 0.34033458 0.03046452 0.20230827
 0.03677393 0.06130866 0.03454322 0.07706981 0.00761613 0.16800125
 0.00681207 0.         0.17340708 0.20502857 0.09536903 0.
 0.00481686 0.         0.01021811 0.08570364 0.01523226 0.10115413
 0.07985727 0.04768452 0.03992863 0.03853491 0.00761613 0.11009863
 0.14439051 0.01523226 0.17340708 0.20949001 0.30313727 0.04531405
 0.03612647 0.         0.11295194 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.04340455 0.         0.04094334 0.02692709 0.02724829 0.
 0.0072253  0.         0.01703018 0.12966092 0.00761613 0.07947825
 0.05069946 0.17711391 0.03769792 0.08911198 0.00761613 0.13789965
 0.         0.         0.06984452 0.13055673 0.19073806 0.
 0.00481686 0.         0.         0.00340604 0.         0.05539393
 0.09601351 0.21117429 0.01077083 0.00481686 0.         0.00340604
 0.07493281 0.00761613 0.04816863 0.0906281  0.15667769 0.0323125
 0.02167589 0.         0.08910968 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.0353047  0.00877152 0.0166428  0.00877152
 0.0353047  0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.06417446 0.01240481 0.19025312
 0.01315728 0.0083214  0.         0.         0.         0.0027738
 0.43998774 0.0062024  0.35696973 0.05006002 0.10263057 0.0412885
 0.11572097 0.02480961 0.49655251 0.03328559 0.         0.00196137
 0.         0.013869   0.02813121 0.08041626 0.0062024  0.08707657
 0.         0.         0.02353647 0.05262914 0.21080874 0.
 0.         0.         0.         0.0027738  0.         0.05491842
 0.06941971 0.05547598 0.         0.         0.         0.0027738
 0.11462602 0.01240481 0.0215751  0.01315728 0.05824978 0.00438576
 0.0353047  0.0062024  0.13610471 0.18906847 0.0062024  0.09806861
 0.01315728 0.         0.         0.01372961 0.         0.21215912
 0.0083214  0.         0.09806861 0.26740236 0.02219039 0.
 0.         0.         0.013869   0.0027738  0.         0.03922745
 0.07894371 0.15533276 0.01754305 0.00980686 0.         0.
 0.02425248 0.         0.12356646 0.0792554  0.03051179 0.12568214
 0.04118882 0.         0.0055476  0.0027738  0.         0.04707294
 0.01315728 0.         0.         0.         0.         0.0027738 ]",0
